./testsT0/P1/bin/childfaulter,17,1
./testsT0/P1/bin/childtime,5,31
./testsT0/P1/bin/child,3,1
./testsT0/P1/bin/childtime,10,67
./testsT0/P1/bin/child,3,1
./testsT0/P1/bin/childtime,2,22
